<h1>	<h1>	<h1>	タグ		
展望	テンボウ	展望	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
国際	コクサイ	国際	名詞-一般		
平和	ヘイワ	平和	名詞-形容動詞語幹		
の	ノ	の	助詞-連体化		
建設	ケンセツ	建設	名詞-サ変接続		
と	ト	と	助詞-並立助詞		
世界	セカイ	世界	名詞-一般		
民主	ミンシュ	民主	名詞-一般		
戦線	センセン	戦線	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
統一	トウイツ	統一	名詞-サ変接続		
中国	チュウゴク	中国	名詞-固有名詞-地域-国		
の	ノ	の	助詞-連体化		
出現	シュツゲン	出現	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
法廷	ホウテイ	法廷	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
鬪	鬪	鬪	未知語		
へる	ヘル	へる	動詞-自立	一段	基本形
自由	ジユウ	自由	名詞-形容動詞語幹		
主義	シュギ	主義	名詞-一般		
　	　	　	記号-空白		
(	(	(	未知語		
二	ニ	二	名詞-数		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
十月	ジュウガツ	十月	名詞-副詞可能		
事件	ジケン	事件	名詞-一般		
の	ノ	の	助詞-連体化		
輪郭	リンカク	輪郭	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
堺	サカイ	堺	名詞-固有名詞-人名-姓		
さん	サン	さん	名詞-接尾-人名		
の	ノ	の	助詞-連体化		
想	ソウ	想	名詞-一般		
ひ	ヒ	ひる	動詞-自立	一段	連用形
出	デ	出る	動詞-自立	一段	連用形
（	（	（	記号-括弧開		
人	ヒト	人	名詞-一般		
と	ト	と	助詞-並立助詞		
思想	シソウ	思想	名詞-一般		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
対談	タイダン	対談	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
映画	エイガ	映画	名詞-一般		
の	ノ	の	助詞-連体化		
新生	シンセイ	新生	名詞-固有名詞-組織		
。	。	。	記号-句点		
　	　	　	記号-空白		
延	ノベ	延	名詞-一般		
安	ヤス	安	名詞-接尾-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
辺	アタリ	辺	名詞-一般		
堺	サカイ	堺	名詞-固有名詞-地域-一般		
に	ニ	に	助詞-格助詞-一般		
生きる	イキル	生きる	動詞-自立	一段	基本形
民主	ミンシュ	民主	名詞-一般		
主義	シュギ	主義	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
「	「	「	記号-括弧開		
皇軍	コウグン	皇軍	名詞-一般		
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
の	ノ	の	助詞-連体化		
鬪	鬪	鬪	未知語		
争	争	争	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
岩田	イワタ	岩田	名詞-固有名詞-人名-姓		
義道	ヨシミチ	義道	名詞-固有名詞-人名-名		
へ	ヘ	へ	助詞-格助詞-一般		
の	ノ	の	助詞-連体化		
書信	ショシン	書信	名詞-一般		
（	（	（	記号-括弧開		
附	ツケタリ	附	名詞-一般		
その	ソノ	その	連体詞		
返書	ヘンショ	返書	名詞-一般		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
小説	ショウセツ	小説	名詞-一般		
　	　	　	記号-空白		
黄金	オウゴン	黄金	名詞-一般		
伝説	デンセツ	伝説	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
小説	ショウセツ	小説	名詞-一般		
　	　	　	記号-空白		
浮沈	フチン	浮沈	名詞-一般		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
61(1)(683);	61(1)(683);	61(1)(683);	未知語		
新年	シンネン	新年	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
（	（	（	記号-括弧開		
主幹	シュカン	主幹	名詞-一般		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
）	）	）	記号-括弧閉		
総	ソウ	総	接頭詞-名詞接続		
選挙	センキョ	選挙	名詞-サ変接続		
に	ニ	に	助詞-格助詞-一般		
当	トウ	当	接頭詞-名詞接続		
つて	ツテ	つて	名詞-一般		
国民	コクミン	国民	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
寄	ヤドリキ	寄	名詞-固有名詞-地域-一般		
す	ス	す	接頭詞-名詞接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
我が国	ワガクニ	我が国	名詞-一般		
体	タイ	体	名詞-接尾-一般		
と	ト	と	助詞-並立助詞		
民主	ミンシュ	民主	名詞-一般		
主義	シュギ	主義	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
経済	ケイザイ	経済	名詞-一般		
民主	ミンシュ	民主	名詞-一般		
化	カ	化	名詞-接尾-サ変接続		
の	ノ	の	助詞-連体化		
基本	キホン	基本	名詞-一般		
問題	モンダイ	問題	名詞-ナイ形容詞語幹		
。	。	。	記号-句点		
　	　	　	記号-空白		
戦争	センソウ	戦争	名詞-サ変接続		
犯罪	ハンザイ	犯罪	名詞-一般		
と	ト	と	助詞-並立助詞		
国際	コクサイ	国際	名詞-一般		
法	ホウ	法	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
革命	カクメイ	革命	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
所	トコロ	所	名詞-固有名詞-人名-姓		
謂	イイ	謂	名詞-一般		
「	「	「	記号-括弧開		
三月	サンガツ	三月	名詞-副詞可能		
事件	ジケン	事件	名詞-一般		
」	」	」	記号-括弧閉		
（	（	（	記号-括弧開		
軍閥	グンバツ	軍閥	名詞-一般		
の	ノ	の	助詞-連体化		
系譜	ケイフ	系譜	名詞-一般		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
世界	セカイ	世界	名詞-一般		
展望	テンボウ	展望	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
学窓	ガクソウ	学窓	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
帰	キ	帰	名詞-サ変接続		
つた	ツタ	つた	名詞-固有名詞-人名-名		
学徒	ガクト	学徒	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
福沢	フクサワ	福沢	名詞-固有名詞-人名-姓		
諭吉	ユキチ	諭吉	名詞-固有名詞-人名-名		
　	　	　	記号-空白		
人	ヒト	人	名詞-一般		
と	ト	と	助詞-並立助詞		
思想	シソウ	思想	名詞-一般		
の	ノ	の	助詞-連体化		
研究	ケンキュウ	研究	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
社会	シャカイ	社会	名詞-一般		
時評	ジヒョウ	時評	名詞-一般		
　	　	　	記号-空白		
かなしい	カナシイ	かなしい	形容詞-自立	形容詞・イ段	基本形
音楽	オンガク	音楽	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
飢餓	キガ	飢餓	名詞-一般		
の	ノ	の	助詞-連体化		
街	マチ	街	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
再建	サイケン	再建	名詞-サ変接続		
の	ノ	の	助詞-連体化		
辞	ジ	辞	名詞-一般		
　	　	　	記号-空白		
我	ガ	我	名詞-一般		
等	トウ	等	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
指標	シヒョウ	指標	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
歌	ウタ	歌	名詞-一般		
）	）	）	記号-括弧閉		
小	ショウ	小	接頭詞-名詞接続		
吟	ギン	吟	名詞-固有名詞-人名-名		
。	。	。	記号-句点		
　	　	　	記号-空白		
小説	ショウセツ	小説	名詞-一般		
　	　	　	記号-空白		
浮沈	フチン	浮沈	名詞-一般		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
61(9)(691);	61(9)(691);	61(9)(691);	未知語		
九月	クガツ	九月	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
この	コノ	この	連体詞		
後	アト	後	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
来る	クル	来る	動詞-自立	カ変・来ル	基本形
もの	モノ	もの	名詞-非自立-一般		
に	ニ	に	助詞-格助詞-一般		
こそ	コソ	こそ	助詞-係助詞		
　	　	　	記号-空白		
:	:	:	未知語		
　	　	　	記号-空白		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
経済	ケイザイ	経済	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
民主	ミンシュ	民主	名詞-一般		
主義	シュギ	主義	名詞-一般		
の	ノ	の	助詞-連体化		
三	サン	三	名詞-数		
立法	リッポウ	立法	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
世界	セカイ	世界	名詞-一般		
経済	ケイザイ	経済	名詞-一般		
と	ト	と	助詞-並立助詞		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
経済	ケイザイ	経済	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
補償	ホショウ	補償	名詞-サ変接続		
打切り	ウチキリ	打切り	名詞-一般		
の	ノ	の	助詞-連体化		
役割	ヤクワリ	役割	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
金融	キンユウ	金融	名詞-一般		
機関	キカン	機関	名詞-一般		
の	ノ	の	助詞-連体化		
経営	ケイエイ	経営	名詞-サ変接続		
と	ト	と	助詞-格助詞-一般		
その	ソノ	その	連体詞		
前途	ゼント	前途	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
方法	ホウホウ	方法	名詞-一般		
として	トシテ	として	助詞-格助詞-連語		
の	ノ	の	助詞-連体化		
辯	辯	辯	未知語		
証	ショウ	証	名詞-接尾-一般		
法	ホウ	法	名詞-接尾-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
労組	ロウソ	労組	名詞-一般		
随想	ズイソウ	随想	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
三井	ミツイ	三井	名詞-固有名詞-組織		
財閥	ザイバツ	財閥	名詞-一般		
の	ノ	の	助詞-連体化		
発展	ハッテン	発展	名詞-サ変接続		
　	　	　	記号-空白		
(	(	(	未知語		
中	チュウ	中	名詞-接尾-副詞可能		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
対談	タイダン	対談	名詞-サ変接続		
　	　	　	記号-空白		
企業	キギョウ	企業	名詞-一般		
整理	セイリ	整理	名詞-サ変接続		
は	ハ	は	助詞-係助詞		
大量	タイリョウ	大量	名詞-形容動詞語幹		
馘首	カクシュ	馘首	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
必要	ヒツヨウ	必要	名詞-形容動詞語幹		
と	ト	と	助詞-格助詞-一般		
する	スル	する	動詞-自立	サ変・スル	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
世界	セカイ	世界	名詞-一般		
展望	テンボウ	展望	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
終戦	シュウセン	終戦	名詞-一般		
一	イチ	一	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
の	ノ	の	助詞-連体化		
東亜	トウア	東亜	名詞-固有名詞-地域-一般		
情勢	ジョウセイ	情勢	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
欧	オウ	欧	名詞-固有名詞-地域-一般		
洲	シュウ	洲	名詞-一般		
の	ノ	の	助詞-連体化		
講和	コウワ	講和	名詞-サ変接続		
問題	モンダイ	問題	名詞-ナイ形容詞語幹		
と	ト	と	助詞-並立助詞		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
。	。	。	記号-句点		
　	　	　	記号-空白		
三木	ミキ	三木	名詞-固有名詞-人名-姓		
清	キヨシ	清	名詞-固有名詞-人名-名		
　	　	　	記号-空白		
人	ヒト	人	名詞-一般		
と	ト	と	助詞-並立助詞		
思想	シソウ	思想	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
二・二六事件	ニニロクジケン	二・二六事件	名詞-固有名詞-一般		
と	ト	と	助詞-並立助詞		
真崎	マサキ	真崎	名詞-固有名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
晩	バン	晩	名詞-副詞可能		
来	ライ	来	名詞-接尾-副詞可能		
記	キ	記	名詞-接尾-一般		
　	　	　	記号-空白		
ある	アル	ある	連体詞		
報道	ホウドウ	報道	名詞-サ変接続		
作家	サッカ	作家	名詞-一般		
の	ノ	の	助詞-連体化		
手記	シュキ	手記	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
小説	ショウセツ	小説	名詞-一般		
）	）	）	記号-括弧閉		
鞭	ムチ	鞭	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
報告	ホウコク	報告	名詞-サ変接続		
）	）	）	記号-括弧閉		
平和	ヘイワ	平和	名詞-形容動詞語幹		
村	ムラ	村	名詞-一般		
記	キ	記	名詞-接尾-一般		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
61(6)(688);	61(6)(688);	61(6)(688);	未知語		
六月	ロクガツ	六月	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
議会	ギカイ	議会	名詞-一般		
主義	シュギ	主義	名詞-一般		
の	ノ	の	助詞-連体化		
確認	カクニン	確認	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
急務	キュウム	急務	名詞-一般		
　	　	　	記号-空白		
:	:	:	未知語		
　	　	　	記号-空白		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
科学	カガク	科学	名詞-一般		
と	ト	と	助詞-並立助詞		
資本	シホン	資本	名詞-一般		
主義	シュギ	主義	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
人間	ニンゲン	人間	名詞-一般		
解放	カイホウ	解放	名詞-サ変接続		
の	ノ	の	助詞-連体化		
基本	キホン	基本	名詞-一般		
理論	リロン	理論	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
社会	シャカイ	社会	名詞-一般		
の	ノ	の	助詞-連体化		
家族	カゾク	家族	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
構成	コウセイ	構成	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
ソ	ソ	ソ	名詞-固有名詞-一般		
聯	レン	聯	名詞-一般		
第	ダイ	第	接頭詞-数接続		
四	ヨン	四	名詞-数		
次	ジ	次	名詞-接尾-助数詞		
五	ゴ	五	名詞-数		
ケ年	カネン	ケ年	名詞-接尾-助数詞		
計画	ケイカク	計画	名詞-サ変接続		
（	（	（	記号-括弧開		
三月	サンガツ	三月	名詞-副詞可能		
十八	ジュウハチ	十八	名詞-数		
日	ニチ	日	名詞-接尾-助数詞		
発布	ハップ	発布	名詞-サ変接続		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
教育	キョウイク	教育	名詞-サ変接続		
総監	ソウカン	総監	名詞-一般		
の	ノ	の	助詞-連体化		
更迭	コウテツ	更迭	名詞-サ変接続		
（	（	（	記号-括弧開		
軍閥	グンバツ	軍閥	名詞-一般		
の	ノ	の	助詞-連体化		
系譜	ケイフ	系譜	名詞-一般		
六	ロク	六	名詞-数		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
芦田	アシダ	芦田	名詞-固有名詞-人名-姓		
・	・	・	記号-一般		
片山	カタヤマ	片山	名詞-固有名詞-人名-姓		
・	・	・	記号-一般		
野坂	ノサカ	野坂	名詞-固有名詞-人名-姓		
。	。	。	記号-句点		
　	　	　	記号-空白		
内村	ウチムラ	内村	名詞-固有名詞-人名-姓		
鑑三	カンゾウ	鑑三	名詞-固有名詞-人名-名		
。	。	。	記号-句点		
　	　	　	記号-空白		
飢餓	キガ	飢餓	名詞-一般		
の	ノ	の	助詞-連体化		
打開	ダカイ	打開	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
突破	トッパ	突破	名詞-サ変接続		
の	ノ	の	助詞-連体化		
緊急	キンキュウ	緊急	名詞-形容動詞語幹		
対策	タイサク	対策	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
突破	トッパ	突破	名詞-サ変接続		
対策	タイサク	対策	名詞-サ変接続		
として	トシテ	として	助詞-格助詞-連語		
の	ノ	の	助詞-連体化		
人民	ジンミン	人民	名詞-一般		
管理	カンリ	管理	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
随想	ズイソウ	随想	名詞-一般		
　	　	　	記号-空白		
精神	セイシン	精神	名詞-一般		
鑑定	カンテイ	鑑定	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
殉情	ジュンジョウ	殉情	名詞-一般		
の	ノ	の	助詞-連体化		
人	ヒト	人	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
絶対	ゼッタイ	絶対	名詞-副詞可能		
の	ノ	の	助詞-連体化		
場所	バショ	場所	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
パリ	パリ	パリ	名詞-固有名詞-地域-一般		
外相	ガイショウ	外相	名詞-一般		
会議	カイギ	会議	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
めぐる	メグル	めぐる	動詞-自立	五段・ラ行	基本形
情勢	ジョウセイ	情勢	名詞-一般		
（	（	（	記号-括弧開		
世界	セカイ	世界	名詞-一般		
展望	テンボウ	展望	名詞-サ変接続		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
国共	コッキョウ	国共	名詞-固有名詞-組織		
妥協	ダキョウ	妥協	名詞-サ変接続		
の	ノ	の	助詞-連体化		
限界	ゲンカイ	限界	名詞-一般		
（	（	（	記号-括弧開		
世界	セカイ	世界	名詞-一般		
展望	テンボウ	展望	名詞-サ変接続		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
詩	シ	詩	名詞-一般		
　	　	　	記号-空白		
き	キ	きる	動詞-自立	一段	連用形
歌	ウタ	歌	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
小説	ショウセツ	小説	名詞-一般		
　	　	　	記号-空白		
浮沈	フチン	浮沈	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
小説	ショウセツ	小説	名詞-一般		
　	　	　	記号-空白		
平和	ヘイワ	平和	名詞-形容動詞語幹		
村	ムラ	村	名詞-一般		
記	キ	記	名詞-接尾-一般		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
61(11)(693);	61(11)(693);	61(11)(693);	未知語		
十一月	ジュウイチガツ	十一月	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
現	ゲン	現	接頭詞-名詞接続		
内閣	ナイカク	内閣	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
善処	ゼンショ	善処	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
要望	ヨウボウ	要望	名詞-サ変接続		
す	ス	する	動詞-自立	サ変・スル	文語基本形
　	　	　	記号-空白		
:	:	:	未知語		
　	　	　	記号-空白		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
社会	シャカイ	社会	名詞-一般		
主義	シュギ	主義	名詞-一般		
と	ト	と	助詞-格助詞-一般		
計画	ケイカク	計画	名詞-サ変接続		
経済	ケイザイ	経済	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
新	シン	新	接頭詞-名詞接続		
憲法	ケンポウ	憲法	名詞-一般		
と	ト	と	助詞-並立助詞		
議会	ギカイ	議会	名詞-一般		
制度	セイド	制度	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
土地	トチ	土地	名詞-一般		
改革	カイカク	改革	名詞-サ変接続		
の	ノ	の	助詞-連体化		
当面	トウメン	当面	名詞-副詞可能		
の	ノ	の	助詞-連体化		
方向	ホウコウ	方向	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
特別	トクベツ	特別	名詞-形容動詞語幹		
寄稿	キコウ	寄稿	名詞-サ変接続		
）	）	）	記号-括弧閉		
労働	ロウドウ	労働	名詞-サ変接続		
組合	クミアイ	組合	名詞-一般		
と	ト	と	助詞-並立助詞		
政治	セイジ	政治	名詞-一般		
行動	コウドウ	行動	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
保守	ホシュ	保守	名詞-サ変接続		
主義	シュギ	主義	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
精神	セイシン	精神	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
財閥	ザイバツ	財閥	名詞-一般		
史論	シロン	史論	名詞-一般		
　	　	　	記号-空白		
(	(	(	未知語		
五	ゴ	五	名詞-数		
)	)	)	未知語		
　	　	　	記号-空白		
三菱	ミツビシ	三菱	名詞-固有名詞-組織		
財閥	ザイバツ	財閥	名詞-一般		
の	ノ	の	助詞-連体化		
歴史	レキシ	歴史	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
アメリカ	アメリカ	アメリカ	名詞-固有名詞-地域-国		
戦時	センジ	戦時	名詞-一般		
生活	セイカツ	生活	名詞-サ変接続		
の	ノ	の	助詞-連体化		
体験	タイケン	体験	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
預言	ヨゲン	預言	名詞-サ変接続		
者	シャ	者	名詞-接尾-一般		
イザヤ	イザヤ	イザヤ	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
民衆	ミンシュウ	民衆	名詞-一般		
は	ハ	は	助詞-係助詞		
どこ	ドコ	どこ	名詞-代名詞-一般		
に	ニ	に	助詞-格助詞-一般		
ゐる	ヰル	ゐる	動詞-自立	一段	基本形
。	。	。	記号-句点		
　	　	　	記号-空白		
山本	ヤマモト	山本	名詞-固有名詞-人名-姓		
元帥	ゲンスイ	元帥	名詞-一般		
の	ノ	の	助詞-連体化		
奇怪	キカイ	奇怪	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
死	シ	死	名詞-一般		
　	　	　	記号-空白		
ソロモン	ソロモン	ソロモン	名詞-固有名詞-地域-国		
群島	グントウ	群島	名詞-一般		
より	ヨリ	より	助詞-格助詞-一般		
厚木	アツギ	厚木	名詞-固有名詞-地域-一般		
まで	マデ	まで	助詞-副助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
祖国	ソコク	祖国	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
帰り	カエリ	帰る	動詞-自立	五段・ラ行	連用形
て	テ	て	助詞-接続助詞		
（	（	（	記号-括弧開		
対談	タイダン	対談	名詞-サ変接続		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
決別	ケツベツ	決別	名詞-サ変接続		
の	ノ	の	助詞-連体化		
言葉	コトバ	言葉	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
バッハ	バッハ	バッハ	名詞-固有名詞-人名-一般		
の	ノ	の	助詞-連体化		
足音	アシオト	足音	名詞-一般		
（	（	（	記号-括弧開		
詩	シ	詩	名詞-一般		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
延	ノベ	延	名詞-一般		
安	ヤス	安	名詞-接尾-一般		
報告	ホウコク	報告	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
俘虜	フリョ	俘虜	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
黒	クロ	黒	名詞-一般		
小	ショウ	小	接頭詞-名詞接続		
夫婦	フウフ	夫婦	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
小説	ショウセツ	小説	名詞-一般		
）	）	）	記号-括弧閉		
当	トウ	当	名詞-固有名詞-地域-一般		
村	ムラ	村	名詞-接尾-地域		
大字	オオアザ	大字	名詞-一般		
霞	カスミ	霞	名詞-一般		
ヶ	ヶ	ヶ	未知語		
森	モリ	森	名詞-一般		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
61(12)(694);	61(12)(694);	61(12)(694);	未知語		
十二月	ジュウニガツ	十二月	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
一つ	ヒトツ	一つ	名詞-一般		
の	ノ	の	助詞-連体化		
世界	セカイ	世界	名詞-一般		
へ	ヘ	へ	助詞-格助詞-一般		
の	ノ	の	助詞-連体化		
道	ミチ	道	名詞-一般		
　	　	　	記号-空白		
:	:	:	未知語		
　	　	　	記号-空白		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
。	。	。	記号-句点		
